sentiment,content
0,fuck god internal clock really fuck nooooo
0,designerdepot thank add befriend never mind thank
1,tagscats thank know happen awhile
1,dougiemcfly god peppermint mochas frappachinos amaze addict
0,bad hair day
0,eldorado house goodbye aliante house memories make memories fade
1,early morning play baby outside wow felt great get lonely miss sissy jess
1,ykesha yeah also paper one final leave algebra amp take birthday june
0,neeeeeeeed music suggestions one give
1,finally start twitter get keep downgrade full colour picture etc simple small size text message
1,morgandonovan haha nice thank let know
1,sun wake beautiful day
1,hours shop good effort best part chocolate shop yujm yum even
1,tarabellejeanne awhhh nice see
1,scitadel well great see canadian math trade get bigger though
1,csi_printchick exactly thats first time saw reply jon never go fun new phone
0,yelainez oist tym tym may sakit siya blame
0,zackintoys sadly hopeful american doll posse blah vacant dynamic
1,good night miles trail peek climb morning fun time ahead
0,jasminecjones think thing love morning chat totally need live gether full time lol
1,think become obsess mgmt kid
0,one saddest songs ever hear
1,hair look completely retard success
0,work freakin computer try save stuff harddrive seem fail miserably
1,iamme becuz honest let look big picture happy end smile face
0,watch chicago bambamonline honeyyyy miss hey arnold wild thornberrys
0,way shreveport forget bad things bring life
1,love laughter creativity
1,get call chimp buddies want join party load prepare wow great cup tea first think erm
0,iholleeee miss need talk keep screw lovee
0,freesat coverage sky dish really really bad moment block place really annoy
1,good morning everyone time work
0,elephantparty thank bryan remind state budget issue actually steve staffers offices
1,sbarro dinner krispy kreme dessert mmmmm healthy
0,still stupidly sick cancel philly trip sad day
0,school bore
1,dannywood good morning hope enjoy run amp gym workout morning wait hear new songs pennie
0,mitchelmusso wish could would cost much call way
0,whenever rain hard get motivate
0,shibuya yeah closer secret stumble
0,imjustdanni awww thats fair lil sad
1,skinnylaminx saw whole lot stuff africa joy casterbridge farm white river mpumalanga quite thrill see stuff
1,donniewahlberg sound like great night glad successful
1,theonlysv haha nuu solo qoincideencia seriooo
0,miss mom quot may angels lead quot
1,iloveicetea haha good luck babe amp upload photo
1,mission wales find worlds greatest welsh cake kendalloneill success none better nan
0,queenbofmakeup need post time tour apologies supporters
0,everyone seem leave weekend sigh bed
1,prolly go jamba juice thirty minutes shop awhile hit airport see daddddd
1,davedays hear one songs amaze voice stun
0,sunmess perform lifeball vienna year unfortunately get chance see
1,lrpw hey tip wifi network one many talents get bother lol
1,paulbaan hello paul nice hear someone listen interest thoughts kaashoek unisys patel doculabs next
0,big sugar yet another bandwagon late get next amp bnl reunite kind like odds
0,feel really sick
1,zokathepuppy heyyy todayy
0,school linda nothing miss
0,nothing lol
0,iamchrismann sick stupid guy moment make believe suck get back reality
1,loebette hooray avatar back wil put gardeners zone
0,sassij gonna chop tiny bits one two
1,jimhunt smile one avatar permanent condition
0,keep cough gut
0,day nothing
0,socha know miss excitement lol
0,lot decisions make need assistant cook nanny chauffer lol lol real
0,miserable feel like gona cry sux
1,move new apartment excite
1,shoot new rifle auto reset plinker target build shop class work great
0,japanimated miss
0,everybody need time thier gun roses
0,change car tire cost bomb
0,lowestformofwit
0,another start miss next
1,chrisfullman would never thing thing awesomerer minute walk work
0,geewhy jealous guess walk around office tomorrow malo
1,happy mother day
1,waitin dee lunch beautiful lady gym yeah need loose
1,hello everyone sit rock sam air best classic rock station twitter
0,watch terminator cry one movie make cry reason arnie die lame
0,plan even dinner shop dress shirt watch go bed plan saturday funeral friend
1,dentist chicks hot thats plus
1,rachmaninoff make happy panda
0,road miss travel travel partner
0,rain get big weather cold right
1,good day go get bed
0,room watch hannahmovie withmom say film great
1,thelma amp louise good movie
1,gabilicious hahaha probably sorry get things around house jar parent house
1,phreshlyphaded wow thank info
1,debbiefletcher haha remember
0,taylorswift soooooo wish could school myspace completely block
1,reagan con accord quiz
1,choose britney dance showcase yesss cant wait days
0,jaylastarr guess interest
1,listen weightless time low thank katarinahj make listen
0,bed bed bed samuelasanders never answer texts anymore think day send one never hear back sad day
0,lizz_xx cheer lizzi another foh hero concert still suppose upset xoxoxo
1,scary hook wire print sum graph ohhhhhh
0,bird fly window parent house snap poor neck gotta bury
0,notmywords yup unfortunately take today work sleep day
0,luuloo really sorry know wallah feel life shittttttttt
0,missin boo
0,miss soooo much gonna see months
0,oouchhhh pinch nipple accident try fix top
1,whole foods barton spring yogurt spot amp oasis perfect day austin
1,knatchwa buenos dias sweet thank
0,funeral ceremony gloomy friday
0,cacaubrazil great guy relate
0,mit bookstore best book selection one bookstore coupons discount
1,laurenmontonen didddd meet
1,missjerilee welcome twitter friend
0,storm electricity go
1,twitter hair dry wash macadamia orange shampoo smell gorgeous
1,mossyy problem glad
1,feel accomplish get lot today
1,sera heya hour famine start may gonna take part
0,sigh guess gonna meet today
0,orbicule wow great promo orbicule english translation somewhere norwegian good
1,desizntech thank glad like
0,windy rain harder day today bye bye power go
1,trip stockholm get cancel make plan shop tomorrow nothing make girl happy like shop
1,unpack new toy arrive studio right call finalizer wait check sound
1,sazchik devon weekend cloudy dry
1,new baby well attempt quot paint quot weekend
0,phyllis hyman unsung story sad
1,discover great site
0,tire climb bed fall asleep hope weekend fun couple weeks leave
0,fan doesnt swing way sweat hot humid day
0,sigh get computer even homework bye
1,chill feel really nice
0,artythecat noes miss
0,sandyvanessa awwh sorry win much longer
0,bwhips good know alone confusion
1,thefifthsister lol yeah forget tweetdeck statuses funny
0,hereprettykitty mustv read mind go thunderstorming pick boys bus stop
0,well gonna goodbye
0,igobydoc noes kill spiders mostly good eat bad bug make web like smushing one
1,disneyland kid knock stop hotel bar grab grey goose amp tonic way peace
0,decaydance nothing
1,kevmarmol agree
1,mbburns great news
0,cohenster know awful never fear get load fund drunken catch post exams
0,rawr_ yeah call dad mom brother either mom phone dad phone card expire brother work
0,stick traffic jam somewhat start situation every day sad really
1,mileycyrus think fun gotta hide defend enemy fun huh
0,best day work best weekend ahead hopefully someone usc
0,sad right becuz lady
1,yay mary come
1,jjrogue interview tuesday things turn around think yay dont worry japsicans rare breed
0,bore kon
0,adamastorlx ohyeahhh hate heat
0,wee laddie upset hours try soothe bed nurse etc nope real food blue clue
0,good morning
1,new followers pretty cool tweeps check
0,sick happy amanda
0,friday night fav night week stupid dog train class
1,yogadarla gypsy_yogini rock_my_soles lotuspad sooo jealous good way course awesome
1,tabithalynnne lmao yep
0,musecrossing much sugar taste lord put fun way
0,get english yay maths
1,wake work happy gonna great day today see sore run yesterday
1,xstaylor lol consider recent debate touch bad boy thing like logical ones
1,zsafwan much welcome
1,shakeitblueyes good
1,ceramicheart heart sing
0,miss deeply
0,leave get angry teethe pull
1,hallooo bayern hallooo stau
1,dnt even like wear skinny jean cuz yall bitch ass
1,finally hit friends thank
1,best weekend ever
1,jonasbrothers wait definately go amaze michelle
0,mommy like quot whyyyyy quot
0,danger_skies get sing fall love change week day saturday quite fit
0,sparklethots love birdy nest though already get another kind
0,shaw guy want sleep
1,kennyj good mean haha
0,liddesigns sorry hear abt firefox crash
0,itï ffa evil grin busy work today wonï get anything
1,laingrithdz thank lot kind get back nice drive fun car drive nice day
0,feel pretty poo today
1,good day happy mom day
0,sorealcru gloomy sun nice
1,flisstee think late night friday hit town meet friend soon ice cream coffee
0,staronmainest idk lol head hurt rly bad amp stomach hmm personally think ive deal wit
1,happy friday weekend everyone tgif nothing
0,get play golf kickin leadership team feel gonna kick golf course
0,sad duck day
0,everyone miss much muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
1,johna upload completely new chinese lessons please feel free watch enjoy
0,throat hurt gonna read bed text mee
0,aww okayy tell tomorrow
1,wonderful piece cake lunch else could want
1,audreythebaby gandang mac sure market mas mahal sya macbook pro ang cool concept
1,vocalyz better drink hot tea honey thank take care plis
1,zindaret get one maybe next time
1,hemmy lol emmy latin would help study aptitude test get grad school thats wanna take
0,go bed watch bite wake tomorrow face start last summer bath bite gutted atm home
1,southphilly_mel thank nice appreciate
0,maestro want back cuz follow thank anyways maybe ill see around elle
0,sad friends everyday long ass time
0,sooo sore back hurt legs weak dehydrate set moms furniture gay
0,cant talk well remember something say good thing fuck bully nasty piece work arrrrgrrrrrr
1,get go outside plant flower watch lee evans dvd know bank holiday fun
